ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10365279,HZ100904,01/01/2016 06:00:00 PM,096XX S LOWE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2223,022,21,73,07,1173670,1840903,2016,01/10/2016 08:46:55 AM,41.718848315,-87.63950427,"(41.718848315, -87.63950427)"
10365954,HZ101881,01/01/2016 08:00:00 PM,021XX S TRUMBULL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1024,010,24,30,07,1153752,1889465,2016,01/10/2016 08:46:55 AM,41.852527023,-87.711170742,"(41.852527023, -87.711170742)"
10365742,HZ101396,01/01/2016 09:00:00 PM,016XX S FAIRFIELD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1023,010,28,29,07,1158298,1891704,2016,01/10/2016 08:46:55 AM,41.858579481,-87.694424341,"(41.858579481, -87.694424341)"
10369021,HZ104837,01/01/2016 09:00:00 PM,040XX W 115TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,2211,022,19,74,07,1151290,1828011,2016,01/15/2016 11:08:45 AM,41.683935861,-87.721810757,"(41.683935861, -87.721810757)"
10365507,HZ101127,01/01/2016 10:00:00 PM,046XX N WINTHROP AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1914,019,46,3,07,1168237,1930902,2016,01/10/2016 08:46:55 AM,41.965932363,-87.656806969,"(41.965932363, -87.656806969)"
10366094,HZ101491,01/01/2016 10:00:00 PM,038XX W FILLMORE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,true,false,1133,011,24,29,07,1150869,1895096,2016,03/22/2016 03:49:43 PM,41.868035989,-87.721605044,"(41.868035989, -87.721605044)"
10365812,HZ101547,01/01/2016 11:00:00 PM,011XX W GEORGE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1933,019,44,6,07,1168267,1919412,2016,01/10/2016 08:46:55 AM,41.934402686,-87.657030029,"(41.934402686, -87.657030029)"
10365497,HZ101160,01/02/2016 12:01:00 AM,101XX S OGLESBY AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,true,false,0431,004,10,51,07,1193827,1838282,2016,01/10/2016 08:46:55 AM,41.711186545,-87.56576258,"(41.711186545, -87.56576258)"
10365811,HZ101577,01/02/2016 12:03:00 AM,001XX N LEAVITT ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1223,012,2,28,07,1161716,1901197,2016,01/10/2016 08:46:55 AM,41.884558667,-87.681613492,"(41.884558667, -87.681613492)"
10365564,HZ101265,01/02/2016 12:30:00 AM,011XX W 76TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0612,006,17,71,07,1170194,1854409,2016,01/10/2016 08:46:55 AM,41.755986834,-87.651843966,"(41.755986834, -87.651843966)"
10365814,HZ101461,01/02/2016 01:00:00 AM,028XX W 19TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,HOSPITAL BUILDING/GROUNDS,true,false,1022,010,12,30,07,1157372,1890584,2016,01/19/2016 03:55:02 PM,41.855524939,-87.6978538,"(41.855524939, -87.6978538)"
10365515,HZ101221,01/02/2016 02:00:00 AM,030XX W FIFTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,1124,011,28,27,07,1156074,1899268,2016,02/07/2017 03:50:45 PM,41.879381011,-87.702383818,"(41.879381011, -87.702383818)"
10365614,HZ101293,01/02/2016 03:00:00 AM,010XX N MILWAUKEE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1213,012,27,24,07,1166943,1907099,2016,01/10/2016 08:46:55 AM,41.900643643,-87.662249785,"(41.900643643, -87.662249785)"
10366615,HZ102774,01/02/2016 03:00:00 AM,032XX W 65TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0831,008,15,66,07,1155966,1861012,2016,01/10/2016 08:46:55 AM,41.77440394,-87.703809677,"(41.77440394, -87.703809677)"
10365750,HZ101337,01/02/2016 04:00:00 AM,017XX W 21ST PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1234,012,25,31,07,1165067,1889787,2016,01/10/2016 08:46:55 AM,41.853178146,-87.669632137,"(41.853178146, -87.669632137)"
10369035,HZ105133,01/02/2016 04:00:00 AM,017XX W 21ST PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1234,012,25,31,07,1165067,1889787,2016,01/15/2016 11:08:45 AM,41.853178146,-87.669632137,"(41.853178146, -87.669632137)"
10443802,HZ182260,01/02/2016 04:00:00 AM,066XX S LOWE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0723,007,6,68,07,,,2016,03/11/2016 03:51:59 PM,,,
10365584,HZ101256,01/02/2016 04:30:00 AM,133XX S CORLISS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,false,false,0533,005,9,54,07,1184078,1817282,2016,01/10/2016 08:46:55 AM,41.653792614,-87.602117914,"(41.653792614, -87.602117914)"
10366013,HZ101572,01/02/2016 04:55:00 AM,074XX S STATE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0323,003,6,69,07,1177570,1855556,2016,01/10/2016 08:46:55 AM,41.758970818,-87.624778076,"(41.758970818, -87.624778076)"
10365727,HZ101486,01/02/2016 09:30:00 AM,052XX W POTOMAC AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2532,025,37,25,07,1140998,1908149,2016,01/10/2016 08:46:55 AM,41.904042349,-87.75752226,"(41.904042349, -87.75752226)"
10369453,HZ103471,01/02/2016 11:00:00 AM,042XX W GLADYS AVE,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,false,false,1132,011,24,26,07,1148186,1898017,2016,01/15/2016 11:08:45 AM,41.8761036,-87.731379732,"(41.8761036, -87.731379732)"
10365813,HZ101562,01/02/2016 12:30:00 PM,083XX S BALTIMORE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0423,004,10,46,07,1196831,1850201,2016,01/10/2016 08:46:55 AM,41.743819284,-87.554366467,"(41.743819284, -87.554366467)"
10365959,HZ101894,01/02/2016 03:00:00 PM,024XX W POLK ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1135,011,2,28,07,1160294,1896300,2016,01/10/2016 08:46:55 AM,41.871150365,-87.686970698,"(41.871150365, -87.686970698)"
10387517,HZ123924,01/02/2016 03:00:00 PM,004XX W 120TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0522,005,34,53,07,1175346,1825332,2016,01/25/2016 03:55:13 PM,41.676081953,-87.633828848,"(41.676081953, -87.633828848)"
10366035,HZ101965,01/02/2016 04:00:00 PM,007XX N TRUMBULL AVE,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,false,false,1121,011,27,23,07,1153247,1904674,2016,01/10/2016 08:46:55 AM,41.894272184,-87.71262058,"(41.894272184, -87.71262058)"
10366087,HZ102041,01/02/2016 07:00:00 PM,040XX W WELLINGTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2523,025,31,21,07,1149037,1919644,2016,01/10/2016 08:46:55 AM,41.935433831,-87.727694487,"(41.935433831, -87.727694487)"
10366124,HZ102010,01/02/2016 07:30:00 PM,001XX N HERMITAGE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1224,012,27,28,07,1164708,1901279,2016,01/10/2016 08:46:55 AM,41.884720804,-87.670624155,"(41.884720804, -87.670624155)"
10366356,HZ102396,01/02/2016 08:00:00 PM,067XX S LOOMIS BLVD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0725,007,17,67,07,1168162,1859908,2016,01/10/2016 08:46:55 AM,41.771120742,-87.659132842,"(41.771120742, -87.659132842)"
10366461,HZ102511,01/02/2016 08:00:00 PM,015XX W FULTON ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1215,012,27,28,07,1166184,1901952,2016,01/10/2016 08:46:55 AM,41.886536161,-87.665184844,"(41.886536161, -87.665184844)"
10366120,HZ102087,01/02/2016 08:45:00 PM,048XX N BROADWAY,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2033,020,48,3,07,1167441,1932311,2016,01/10/2016 08:46:55 AM,41.969815916,-87.659692959,"(41.969815916, -87.659692959)"
10366842,HZ103030,01/02/2016 09:00:00 PM,051XX S KILDARE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0815,008,23,57,07,1148565,1870239,2016,01/10/2016 08:46:55 AM,41.799869751,-87.730703735,"(41.799869751, -87.730703735)"
10366540,HZ102593,01/02/2016 10:00:00 PM,060XX S PRINCETON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0711,007,20,68,07,1175321,1864989,2016,01/10/2016 08:46:55 AM,41.784906565,-87.632738878,"(41.784906565, -87.632738878)"
10366568,HZ102672,01/02/2016 10:00:00 PM,026XX N PULASKI RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2524,025,31,22,07,1149274,1917153,2016,01/10/2016 08:46:55 AM,41.928593713,-87.726888246,"(41.928593713, -87.726888246)"
10367409,HZ103451,01/02/2016 10:00:00 PM,036XX S RHODES AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0212,002,4,35,07,1180179,1881011,2016,01/10/2016 08:46:55 AM,41.828762287,-87.614436164,"(41.828762287, -87.614436164)"
10366388,HZ102440,01/02/2016 11:00:00 PM,024XX N NEWCASTLE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2512,025,36,18,07,1130345,1915463,2016,01/10/2016 08:46:55 AM,41.924302462,-87.796485985,"(41.924302462, -87.796485985)"
10366431,HZ102445,01/02/2016 11:30:00 PM,053XX S PRAIRIE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0231,002,3,40,07,1178948,1869643,2016,01/10/2016 08:46:55 AM,41.797595716,-87.61929913,"(41.797595716, -87.61929913)"
10366435,HZ102482,01/03/2016 12:40:00 AM,052XX S ROCKWELL ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0923,009,14,63,07,1159927,1869806,2016,01/10/2016 08:46:55 AM,41.798455397,-87.689047661,"(41.798455397, -87.689047661)"
10366492,HZ102409,01/03/2016 01:00:00 AM,027XX S SPAULDING AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,1032,010,22,30,07,1154807,1885616,2016,01/10/2016 08:46:55 AM,41.841943874,-87.707401519,"(41.841943874, -87.707401519)"
10366620,HZ102682,01/03/2016 02:00:00 AM,019XX S CANALPORT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,false,false,1235,012,25,31,07,1172124,1890845,2016,01/10/2016 08:46:55 AM,41.855928782,-87.643699523,"(41.855928782, -87.643699523)"
10366316,HZ102311,01/03/2016 02:30:00 AM,117XX S VINCENNES AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2212,022,34,75,07,1165473,1826987,2016,01/10/2016 08:46:55 AM,41.680837833,-87.669919801,"(41.680837833, -87.669919801)"
10366474,HZ102365,01/03/2016 07:20:00 AM,024XX W HOMER ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1434,014,1,22,07,1159740,1912881,2016,01/10/2016 08:46:55 AM,41.916661471,-87.688547164,"(41.916661471, -87.688547164)"
10368120,HZ104236,01/03/2016 09:17:00 AM,033XX W 66TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,false,false,0831,008,15,66,07,1155200,1860660,2016,01/15/2016 11:08:45 AM,41.773453351,-87.706627131,"(41.773453351, -87.706627131)"
10366817,HZ103008,01/03/2016 11:00:00 AM,048XX S ASHLAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,false,false,0931,009,20,61,07,1166489,1872650,2016,01/10/2016 08:46:55 AM,41.806122177,-87.664902332,"(41.806122177, -87.664902332)"
10366616,HZ102688,01/03/2016 02:30:00 PM,028XX S FARRELL ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0913,009,11,60,07,1169389,1885650,2016,01/10/2016 08:46:55 AM,41.841733088,-87.653889137,"(41.841733088, -87.653889137)"
10369491,HZ103535,01/03/2016 03:00:00 PM,062XX S KENWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),false,false,0314,003,20,42,07,1186146,1863923,2016,01/15/2016 11:08:45 AM,41.781732477,-87.593083923,"(41.781732477, -87.593083923)"
10386010,HZ122501,01/03/2016 03:00:00 PM,005XX N TRUMBULL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1121,011,27,23,07,1153286,1903351,2016,01/25/2016 03:55:13 PM,41.890640967,-87.712512501,"(41.890640967, -87.712512501)"
10367445,HZ210535A,01/03/2016 03:00:00 PM,062XX S KENWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),false,false,0314,003,20,42,07,1186146,1863923,2016,05/04/2016 03:48:23 PM,41.781732477,-87.593083923,"(41.781732477, -87.593083923)"
10367624,HZ103633,01/03/2016 05:00:00 PM,003XX W BELDEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE-GARAGE,false,false,1814,018,43,7,07,1173359,1915584,2016,01/10/2016 08:46:55 AM,41.923786752,-87.638431125,"(41.923786752, -87.638431125)"
10368010,HZ103727,01/03/2016 05:45:00 PM,014XX S BLUE ISLAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1233,012,2,28,07,1168519,1893359,2016,01/15/2016 11:08:45 AM,41.862906101,-87.656858884,"(41.862906101, -87.656858884)"
10366737,HZ102934,01/03/2016 06:00:00 PM,055XX W SCHOOL ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1633,016,38,15,07,1138773,1921390,2016,01/10/2016 08:46:55 AM,41.94041781,-87.76537323,"(41.94041781, -87.76537323)"
10366743,HZ102869,01/03/2016 06:00:00 PM,054XX S KOMENSKY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0815,008,23,62,07,1150293,1868269,2016,01/10/2016 08:46:55 AM,41.794430355,-87.724417769,"(41.794430355, -87.724417769)"
10367090,HZ103270,01/03/2016 06:00:00 PM,027XX S INDIANA AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0133,001,2,35,07,1178045,1886507,2016,01/10/2016 08:46:55 AM,41.843892459,-87.622098627,"(41.843892459, -87.622098627)"
10367018,HZ103079,01/03/2016 06:30:00 PM,033XX S DAMEN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0912,009,11,59,07,1163558,1882690,2016,01/15/2016 11:08:45 AM,41.833735126,-87.675370229,"(41.833735126, -87.675370229)"
10366798,HZ102999,01/03/2016 07:50:00 PM,042XX W 31ST ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1031,010,22,30,07,1148769,1883706,2016,01/10/2016 08:46:55 AM,41.836821196,-87.729608599,"(41.836821196, -87.729608599)"
10366882,HZ103059,01/03/2016 08:30:00 PM,055XX S JUSTINE ST,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,false,false,0713,007,16,67,07,1166954,1867942,2016,01/10/2016 08:46:55 AM,41.793192941,-87.663331471,"(41.793192941, -87.663331471)"
10366995,HZ103125,01/03/2016 08:34:00 PM,007XX N LARRABEE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1831,018,42,8,07,1172198,1905443,2016,01/10/2016 08:46:55 AM,41.89598506,-87.642996947,"(41.89598506, -87.642996947)"
10366841,HZ103038,01/03/2016 08:40:00 PM,008XX W 87TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,0613,006,21,71,07,1172355,1847242,2016,01/10/2016 08:46:55 AM,41.736272399,-87.64413477,"(41.736272399, -87.64413477)"
10367034,HZ103244,01/03/2016 09:00:00 PM,082XX S PERRY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0622,006,21,44,07,1177039,1850453,2016,01/10/2016 08:46:55 AM,41.744979568,-87.626877715,"(41.744979568, -87.626877715)"
10367775,HZ103842,01/03/2016 09:00:00 PM,049XX W WRIGHTWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2521,025,31,19,07,1142993,1916844,2016,01/10/2016 08:46:55 AM,41.927865372,-87.749976778,"(41.927865372, -87.749976778)"
10366942,HZ103072,01/03/2016 09:45:00 PM,055XX S JUSTINE ST,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,false,false,0713,007,16,67,07,1166954,1867942,2016,01/10/2016 08:46:55 AM,41.793192941,-87.663331471,"(41.793192941, -87.663331471)"
10367506,HZ103561,01/03/2016 10:00:00 PM,085XX S WOODLAWN AVE,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,DRIVEWAY - RESIDENTIAL,false,false,0412,004,8,45,07,1185789,1848431,2016,01/10/2016 08:46:55 AM,41.739229389,-87.594880321,"(41.739229389, -87.594880321)"
10367085,HZ103259,01/03/2016 10:15:00 PM,049XX W DRUMMOND PL,0920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,false,false,2521,025,31,19,07,1143103,1917176,2016,01/10/2016 08:46:55 AM,41.928774359,-87.749564259,"(41.928774359, -87.749564259)"
10366968,HZ103168,01/03/2016 11:00:00 PM,059XX S ASHLAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,false,false,0713,007,15,67,07,1166686,1865425,2016,01/10/2016 08:46:55 AM,41.786291714,-87.664386014,"(41.786291714, -87.664386014)"
10366954,HZ103177,01/03/2016 11:45:00 PM,003XX W 42ND ST,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,0925,009,3,37,07,1174795,1877110,2016,01/10/2016 08:46:55 AM,41.818179533,-87.634305993,"(41.818179533, -87.634305993)"
10367560,HZ103630,01/04/2016 01:30:00 AM,039XX N NEW ENGLAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1632,016,38,17,07,1129693,1925378,2016,01/15/2016 12:18:25 PM,41.951521573,-87.798654526,"(41.951521573, -87.798654526)"
10367467,HZ103427,01/04/2016 02:00:00 AM,079XX S STATE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,true,false,0623,006,6,44,07,1177660,1852569,2016,02/01/2016 04:03:07 PM,41.750772111,-87.624538423,"(41.750772111, -87.624538423)"
10367718,HZ103716,01/04/2016 03:21:00 AM,002XX N WESTERN AVE,0935,MOTOR VEHICLE THEFT,"THEFT/RECOVERY: TRUCK,BUS,MHOME",PARKING LOT/GARAGE(NON.RESID.),false,false,1222,012,27,28,07,1160370,1901485,2016,01/15/2016 12:18:25 PM,41.885376909,-87.686548218,"(41.885376909, -87.686548218)"
10367241,HZ103221,01/04/2016 03:48:00 AM,042XX S MAPLEWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0921,009,12,58,07,1160068,1876463,2016,01/15/2016 12:18:25 PM,41.816720146,-87.688347373,"(41.816720146, -87.688347373)"
10367214,HZ103253,01/04/2016 06:00:00 AM,066XX S KARLOV AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,0833,008,13,65,07,1150181,1860208,2016,01/15/2016 12:18:25 PM,41.772311881,-87.725037592,"(41.772311881, -87.725037592)"
10367423,HZ103252,01/04/2016 06:00:00 AM,060XX S KOMENSKY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,SPORTS ARENA/STADIUM,false,false,0813,008,13,65,07,1150405,1864238,2016,01/15/2016 12:18:25 PM,41.783366493,-87.724111805,"(41.783366493, -87.724111805)"
10367819,HZ103924,01/04/2016 06:15:00 AM,003XX N LOOMIS ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1215,012,27,28,07,1166917,1902055,2016,01/15/2016 12:18:25 PM,41.886803108,-87.662490139,"(41.886803108, -87.662490139)"
10368003,HZ104098,01/04/2016 07:40:00 AM,023XX W THOMAS ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1212,012,1,24,07,1160620,1907261,2016,01/15/2016 12:18:25 PM,41.901221562,-87.685470016,"(41.901221562, -87.685470016)"
10367212,HZ103306,01/04/2016 08:10:00 AM,080XX S FAIRFIELD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,0835,008,18,70,07,1159444,1851108,2016,02/04/2016 03:44:35 PM,41.747155304,-87.691330794,"(41.747155304, -87.691330794)"
